state,year,online_crime,number_of_cases,financial_losses_rm,number_of_victims,age_group,gender
Perak,2023,Telecommunication crime,,,76,15-20,
Perak,2023,Telecommunication crime,,,190,21-30,
Perak,2023,Telecommunication crime,,,137,31-40,
Perak,2023,Telecommunication crime,,,126,41-50,
Perak,2023,Telecommunication crime,,,113,51-60,
Perak,2023,Telecommunication crime,,,91,>=61,
Perak,2023,e-Finance,,,6,15-20,
Perak,2023,e-Finance,,,37,21-30,
Perak,2023,e-Finance,,,35,31-40,
Perak,2023,e-Finance,,,23,41-50,
Perak,2023,e-Finance,,,25,51-60,
Perak,2023,e-Finance,,,18,>=61,
Perlis,2021,Telecommunication crime,,,5,15-20,
Perlis,2021,Telecommunication crime,,,27,21-30,
Perlis,2021,Telecommunication crime,,,18,31-40,
Perlis,2021,Telecommunication crime,,,13,41-50,
Perlis,2021,Telecommunication crime,,,8,51-60,
Perlis,2021,Telecommunication crime,,,6,>=61,
Perlis,2021,e-Finance,,,0,15-20,
Perlis,2021,e-Finance,,,3,21-30,
Perlis,2021,e-Finance,,,4,31-40,
Perlis,2021,e-Finance,,,2,41-50,
Perlis,2021,e-Finance,,,2,51-60,
Perlis,2021,e-Finance,,,2,>=61,
Perlis,2022,Telecommunication crime,,,17,15-20,
Perlis,2022,Telecommunication crime,,,35,21-30,
Perlis,2022,Telecommunication crime,,,26,31-40,
Perlis,2022,Telecommunication crime,,,11,41-50,
Perlis,2022,Telecommunication crime,,,15,51-60,
Perlis,2022,Telecommunication crime,,,6,>=61,
Perlis,2022,e-Finance,,,4,15-20,
Perlis,2022,e-Finance,,,6,21-30,
Perlis,2022,e-Finance,,,7,31-40,
Perlis,2022,e-Finance,,,5,41-50,
Perlis,2022,e-Finance,,,3,51-60,
Perlis,2022,e-Finance,,,4,>=61,
Perlis,2023,Telecommunication crime,,,20,15-20,
Perlis,2023,Telecommunication crime,,,57,21-30,
Perlis,2023,Telecommunication crime,,,24,31-40,
Perlis,2023,Telecommunication crime,,,13,41-50,
Perlis,2023,Telecommunication crime,,,13,51-60,
Perlis,2023,Telecommunication crime,,,12,>=61,
Perlis,2023,e-Finance,,,1,15-20,
Perlis,2023,e-Finance,,,4,21-30,
Perlis,2023,e-Finance,,,5,31-40,
Perlis,2023,e-Finance,,,3,41-50,
Perlis,2023,e-Finance,,,2,51-60,
Perlis,2023,e-Finance,,,2,>=61,
Selangor,2021,Telecommunication crime,,,29,15-20,
Selangor,2021,Telecommunication crime,,,236,21-30,
Selangor,2021,Telecommunication crime,,,189,31-40,
Selangor,2021,Telecommunication crime,,,140,41-50,
Selangor,2021,Telecommunication crime,,,114,51-60,
Selangor,2021,Telecommunication crime,,,112,>=61,
Selangor,2021,e-Finance,,,5,15-20,
Selangor,2021,e-Finance,,,17,21-30,
Selangor,2021,e-Finance,,,22,31-40,
Selangor,2021,e-Finance,,,19,41-50,
Selangor,2021,e-Finance,,,17,51-60,
Selangor,2021,e-Finance,,,5,>=61,
Selangor,2022,Telecommunication crime,,,29,15-20,
Selangor,2022,Telecommunication crime,,,234,21-30,
Selangor,2022,Telecommunication crime,,,185,31-40,
Selangor,2022,Telecommunication crime,,,149,41-50,
Selangor,2022,Telecommunication crime,,,123,51-60,
Selangor,2022,Telecommunication crime,,,79,>=61,
Selangor,2022,e-Finance,,,4,15-20,
Selangor,2022,e-Finance,,,20,21-30,
Selangor,2022,e-Finance,,,36,31-40,
Selangor,2022,e-Finance,,,39,41-50,
Selangor,2022,e-Finance,,,19,51-60,
Selangor,2022,e-Finance,,,9,>=61,
Selangor,2023,Telecommunication crime,,,107,15-20,
Selangor,2023,Telecommunication crime,,,681,21-30,
Selangor,2023,Telecommunication crime,,,442,31-40,
Selangor,2023,Telecommunication crime,,,320,41-50,
Selangor,2023,Telecommunication crime,,,221,51-60,
Selangor,2023,Telecommunication crime,,,200,>=61,
Selangor,2023,e-Finance,,,11,15-20,
Selangor,2023,e-Finance,,,78,21-30,
Selangor,2023,e-Finance,,,100,31-40,
Selangor,2023,e-Finance,,,91,41-50,
Selangor,2023,e-Finance,,,51,51-60,
Selangor,2023,e-Finance,,,28,>=61,
Terengganu,2021,Telecommunication crime,,,11,15-20,
Terengganu,2021,Telecommunication crime,,,74,21-30,
Terengganu,2021,Telecommunication crime,,,38,31-40,
Terengganu,2021,Telecommunication crime,,,28,41-50,
Terengganu,2021,Telecommunication crime,,,28,51-60,
Terengganu,2021,Telecommunication crime,,,9,>=61,
Terengganu,2021,e-Finance,,,9,15-20,
Terengganu,2021,e-Finance,,,26,21-30,
Terengganu,2021,e-Finance,,,10,31-40,
Terengganu,2021,e-Finance,,,12,41-50,
Terengganu,2021,e-Finance,,,9,51-60,
Terengganu,2021,e-Finance,,,4,>=61,
Terengganu,2022,Telecommunication crime,,,20,15-20,
Terengganu,2022,Telecommunication crime,,,111,21-30,
Terengganu,2022,Telecommunication crime,,,93,31-40,
Terengganu,2022,Telecommunication crime,,,50,41-50,
Terengganu,2022,Telecommunication crime,,,41,51-60,
Terengganu,2022,Telecommunication crime,,,30,>=61,
Terengganu,2022,e-Finance,,,6,15-20,
Terengganu,2022,e-Finance,,,23,21-30,
Terengganu,2022,e-Finance,,,23,31-40,
Terengganu,2022,e-Finance,,,15,41-50,
Terengganu,2022,e-Finance,,,14,51-60,
Terengganu,2022,e-Finance,,,8,>=61,
Terengganu,2023,Telecommunication crime,,,30,15-20,
Terengganu,2023,Telecommunication crime,,,108,21-30,
Terengganu,2023,Telecommunication crime,,,83,31-40,
Terengganu,2023,Telecommunication crime,,,55,41-50,
Terengganu,2023,Telecommunication crime,,,51,51-60,
Terengganu,2023,Telecommunication crime,,,30,>=61,
Terengganu,2023,e-Finance,,,10,15-20,
Terengganu,2023,e-Finance,,,23,21-30,
Terengganu,2023,e-Finance,,,22,31-40,
Terengganu,2023,e-Finance,,,14,41-50,
Terengganu,2023,e-Finance,,,15,51-60,
Terengganu,2023,e-Finance,,,8,>=61,
Sabah,2021,Telecommunication crime,,,15,15-20,
Sabah,2021,Telecommunication crime,,,67,21-30,
Sabah,2021,Telecommunication crime,,,67,31-40,
Sabah,2021,Telecommunication crime,,,54,41-50,
Sabah,2021,Telecommunication crime,,,35,51-60,
Sabah,2021,Telecommunication crime,,,43,>=61,
Sabah,2021,e-Finance,,,3,15-20,
Sabah,2021,e-Finance,,,9,21-30,
Sabah,2021,e-Finance,,,7,31-40,
Sabah,2021,e-Finance,,,10,41-50,
Sabah,2021,e-Finance,,,11,51-60,
Sabah,2021,e-Finance,,,5,>=61,
Sabah,2022,Telecommunication crime,,,6,15-20,
Sabah,2022,Telecommunication crime,,,105,21-30,
Sabah,2022,Telecommunication crime,,,121,31-40,
Sabah,2022,Telecommunication crime,,,77,41-50,
Sabah,2022,Telecommunication crime,,,70,51-60,
Sabah,2022,Telecommunication crime,,,42,>=61,
Sabah,2022,e-Finance,,,1,15-20,
Sabah,2022,e-Finance,,,8,21-30,
Sabah,2022,e-Finance,,,15,31-40,
Sabah,2022,e-Finance,,,11,41-50,
Sabah,2022,e-Finance,,,8,51-60,
Sabah,2022,e-Finance,,,5,>=61,
Sabah,2023,Telecommunication crime,,,22,15-20,
Sabah,2023,Telecommunication crime,,,154,21-30,
Sabah,2023,Telecommunication crime,,,144,31-40,
Sabah,2023,Telecommunication crime,,,100,41-50,
Sabah,2023,Telecommunication crime,,,92,51-60,
Sabah,2023,Telecommunication crime,,,43,>=61,
Sabah,2023,e-Finance,,,5,15-20,
Sabah,2023,e-Finance,,,21,21-30,
Sabah,2023,e-Finance,,,25,31-40,
Sabah,2023,e-Finance,,,27,41-50,
Sabah,2023,e-Finance,,,14,51-60,
Sabah,2023,e-Finance,,,8,>=61,
Sarawak,2021,Telecommunication crime,,,32,15-20,
Sarawak,2021,Telecommunication crime,,,141,21-30,
Sarawak,2021,Telecommunication crime,,,107,31-40,
Sarawak,2021,Telecommunication crime,,,96,41-50,
Sarawak,2021,Telecommunication crime,,,64,51-60,
Sarawak,2021,Telecommunication crime,,,59,>=61,
Sarawak,2021,e-Finance,,,9,15-20,
Sarawak,2021,e-Finance,,,54,21-30,
Sarawak,2021,e-Finance,,,45,31-40,
Sarawak,2021,e-Finance,,,36,41-50,
Sarawak,2021,e-Finance,,,31,51-60,
Sarawak,2021,e-Finance,,,16,>=61,
Sarawak,2022,Telecommunication crime,,,21,15-20,
Sarawak,2022,Telecommunication crime,,,158,21-30,
Sarawak,2022,Telecommunication crime,,,96,31-40,
Sarawak,2022,Telecommunication crime,,,105,41-50,
Sarawak,2022,Telecommunication crime,,,69,51-60,
Sarawak,2022,Telecommunication crime,,,54,>=61,
Sarawak,2022,e-Finance,,,11,15-20,
Sarawak,2022,e-Finance,,,40,21-30,
Sarawak,2022,e-Finance,,,44,31-40,
Sarawak,2022,e-Finance,,,49,41-50,
Sarawak,2022,e-Finance,,,32,51-60,
Sarawak,2022,e-Finance,,,16,>=61,
Sarawak,2023,Telecommunication crime,,,31,15-20,
Sarawak,2023,Telecommunication crime,,,172,21-30,
Sarawak,2023,Telecommunication crime,,,118,31-40,
Sarawak,2023,Telecommunication crime,,,110,41-50,
Sarawak,2023,Telecommunication crime,,,77,51-60,
Sarawak,2023,Telecommunication crime,,,78,>=61,
Sarawak,2023,e-Finance,,,7,15-20,
Sarawak,2023,e-Finance,,,60,21-30,
Sarawak,2023,e-Finance,,,52,31-40,
Sarawak,2023,e-Finance,,,34,41-50,
Sarawak,2023,e-Finance,,,29,51-60,
Sarawak,2023,e-Finance,,,22,>=61,
W.P. Kuala Lumpur,2021,Telecommunication crime,,,30,15-20,
W.P. Kuala Lumpur,2021,Telecommunication crime,,,315,21-30,
W.P. Kuala Lumpur,2021,Telecommunication crime,,,283,31-40,
W.P. Kuala Lumpur,2021,Telecommunication crime,,,158,41-50,
W.P. Kuala Lumpur,2021,Telecommunication crime,,,142,51-60,
W.P. Kuala Lumpur,2021,Telecommunication crime,,,100,>=61,
W.P. Kuala Lumpur,2021,e-Finance,,,3,15-20,
W.P. Kuala Lumpur,2021,e-Finance,,,19,21-30,
W.P. Kuala Lumpur,2021,e-Finance,,,24,31-40,
W.P. Kuala Lumpur,2021,e-Finance,,,18,41-50,
W.P. Kuala Lumpur,2021,e-Finance,,,12,51-60,
W.P. Kuala Lumpur,2021,e-Finance,,,6,>=61,
W.P. Kuala Lumpur,2022,Telecommunication crime,,,41,15-20,
W.P. Kuala Lumpur,2022,Telecommunication crime,,,353,21-30,
W.P. Kuala Lumpur,2022,Telecommunication crime,,,312,31-40,
W.P. Kuala Lumpur,2022,Telecommunication crime,,,164,41-50,
W.P. Kuala Lumpur,2022,Telecommunication crime,,,108,51-60,
W.P. Kuala Lumpur,2022,Telecommunication crime,,,116,>=61,
W.P. Kuala Lumpur,2022,e-Finance,,,4,15-20,
W.P. Kuala Lumpur,2022,e-Finance,,,30,21-30,
W.P. Kuala Lumpur,2022,e-Finance,,,41,31-40,
W.P. Kuala Lumpur,2022,e-Finance,,,45,41-50,
W.P. Kuala Lumpur,2022,e-Finance,,,19,51-60,
W.P. Kuala Lumpur,2022,e-Finance,,,13,>=61,
W.P. Kuala Lumpur,2023,Telecommunication crime,,,70,15-20,
W.P. Kuala Lumpur,2023,Telecommunication crime,,,488,21-30,
W.P. Kuala Lumpur,2023,Telecommunication crime,,,404,31-40,
W.P. Kuala Lumpur,2023,Telecommunication crime,,,245,41-50,
W.P. Kuala Lumpur,2023,Telecommunication crime,,,150,51-60,
W.P. Kuala Lumpur,2023,Telecommunication crime,,,134,>=61,
W.P. Kuala Lumpur,2023,e-Finance,,,11,15-20,
W.P. Kuala Lumpur,2023,e-Finance,,,51,21-30,
W.P. Kuala Lumpur,2023,e-Finance,,,47,31-40,
W.P. Kuala Lumpur,2023,e-Finance,,,37,41-50,
W.P. Kuala Lumpur,2023,e-Finance,,,29,51-60,
W.P. Kuala Lumpur,2023,e-Finance,,,49,>=61,
Johor,2021,Love scam,,,4,15-20,
Johor,2021,Love scam,,,21,21-30,
Johor,2021,Love scam,,,32,31-40,
Johor,2021,Love scam,,,28,41-50,
Johor,2021,Love scam,,,21,51-60,
Johor,2021,Love scam,,,16,>=61,
Johor,2021,e-Commerce,,,97,15-20,
Johor,2021,e-Commerce,,,328,21-30,
Johor,2021,e-Commerce,,,213,31-40,
Johor,2021,e-Commerce,,,140,41-50,
Johor,2021,e-Commerce,,,49,51-60,
Johor,2021,e-Commerce,,,17,>=61,
Johor,2022,Love scam,,,3,15-20,
Johor,2022,Love scam,,,20,21-30,
Johor,2022,Love scam,,,11,31-40,
Johor,2022,Love scam,,,17,41-50,
Johor,2022,Love scam,,,15,51-60,
Johor,2022,Love scam,,,11,>=61,
Johor,2022,e-Commerce,,,94,15-20,
Johor,2022,e-Commerce,,,314,21-30,
Johor,2022,e-Commerce,,,241,31-40,
Johor,2022,e-Commerce,,,166,41-50,
Johor,2022,e-Commerce,,,62,51-60,
Johor,2022,e-Commerce,,,12,>=61,
Johor,2023,Love scam,,,1,15-20,
Johor,2023,Love scam,,,14,21-30,
Johor,2023,Love scam,,,11,31-40,
Johor,2023,Love scam,,,29,41-50,
Johor,2023,Love scam,,,23,51-60,
Johor,2023,Love scam,,,13,>=61,
Johor,2023,e-Commerce,,,85,15-20,
Johor,2023,e-Commerce,,,396,21-30,
Johor,2023,e-Commerce,,,306,31-40,
Johor,2023,e-Commerce,,,212,41-50,
Johor,2023,e-Commerce,,,95,51-60,
Johor,2023,e-Commerce,,,23,>=61,
Kedah,2021,Love scam,,,3,15-20,
Kedah,2021,Love scam,,,23,21-30,
Kedah,2021,Love scam,,,25,31-40,
Kedah,2021,Love scam,,,16,41-50,
Kedah,2021,Love scam,,,15,51-60,
Kedah,2021,Love scam,,,16,>=61,
Kedah,2021,e-Commerce,,,77,15-20,
Kedah,2021,e-Commerce,,,260,21-30,
Kedah,2021,e-Commerce,,,138,31-40,
Kedah,2021,e-Commerce,,,84,41-50,
Kedah,2021,e-Commerce,,,36,51-60,
Kedah,2021,e-Commerce,,,4,>=61,
Kedah,2022,Love scam,,,0,15-20,
Kedah,2022,Love scam,,,21,21-30,
Kedah,2022,Love scam,,,7,31-40,
Kedah,2022,Love scam,,,9,41-50,
Kedah,2022,Love scam,,,13,51-60,
Kedah,2022,Love scam,,,6,>=61,
Kedah,2022,e-Commerce,,,73,15-20,
Kedah,2022,e-Commerce,,,229,21-30,
Kedah,2022,e-Commerce,,,136,31-40,
Kedah,2022,e-Commerce,,,69,41-50,
Kedah,2022,e-Commerce,,,32,51-60,
Kedah,2022,e-Commerce,,,6,>=61,
Kedah,2023,Love scam,,,4,15-20,
Kedah,2023,Love scam,,,13,21-30,
Kedah,2023,Love scam,,,22,31-40,
Kedah,2023,Love scam,,,23,41-50,
Kedah,2023,Love scam,,,11,51-60,
Kedah,2023,Love scam,,,8,>=61,
Kedah,2023,e-Commerce,,,50,15-20,
Kedah,2023,e-Commerce,,,208,21-30,
Kedah,2023,e-Commerce,,,171,31-40,
Kedah,2023,e-Commerce,,,93,41-50,
Kedah,2023,e-Commerce,,,39,51-60,
Kedah,2023,e-Commerce,,,12,>=61,
Kelantan,2021,Love scam,,,4,15-20,
Kelantan,2021,Love scam,,,16,21-30,
Kelantan,2021,Love scam,,,12,31-40,
Kelantan,2021,Love scam,,,8,41-50,
Kelantan,2021,Love scam,,,8,51-60,
Kelantan,2021,Love scam,,,2,>=61,
Kelantan,2021,e-Commerce,,,70,15-20,
Kelantan,2021,e-Commerce,,,140,21-30,
Kelantan,2021,e-Commerce,,,80,31-40,
Kelantan,2021,e-Commerce,,,42,41-50,
Kelantan,2021,e-Commerce,,,18,51-60,
Kelantan,2021,e-Commerce,,,0,>=61,
Kelantan,2022,Love scam,,,1,15-20,
Kelantan,2022,Love scam,,,6,21-30,
Kelantan,2022,Love scam,,,8,31-40,
Kelantan,2022,Love scam,,,6,41-50,
Kelantan,2022,Love scam,,,6,51-60,
Kelantan,2022,Love scam,,,2,>=61,
Kelantan,2022,e-Commerce,,,41,15-20,
Kelantan,2022,e-Commerce,,,128,21-30,
Kelantan,2022,e-Commerce,,,70,31-40,
Kelantan,2022,e-Commerce,,,42,41-50,
Kelantan,2022,e-Commerce,,,14,51-60,
Kelantan,2022,e-Commerce,,,3,>=61,
Kelantan,2023,Love scam,,,2,15-20,
Kelantan,2023,Love scam,,,4,21-30,
Kelantan,2023,Love scam,,,6,31-40,
Kelantan,2023,Love scam,,,8,41-50,
Kelantan,2023,Love scam,,,4,51-60,
Kelantan,2023,Love scam,,,4,>=61,
Kelantan,2023,e-Commerce,,,20,15-20,
Kelantan,2023,e-Commerce,,,117,21-30,
Kelantan,2023,e-Commerce,,,93,31-40,
Kelantan,2023,e-Commerce,,,53,41-50,
Kelantan,2023,e-Commerce,,,20,51-60,
Kelantan,2023,e-Commerce,,,5,>=61,
Melaka,2021,Love scam,,,1,15-20,
Melaka,2021,Love scam,,,14,21-30,
Melaka,2021,Love scam,,,18,31-40,
Melaka,2021,Love scam,,,25,41-50,
Melaka,2021,Love scam,,,9,51-60,
Melaka,2021,Love scam,,,10,>=61,
Melaka,2021,e-Commerce,,,51,15-20,
Melaka,2021,e-Commerce,,,133,21-30,
Melaka,2021,e-Commerce,,,87,31-40,
Melaka,2021,e-Commerce,,,47,41-50,
Melaka,2021,e-Commerce,,,18,51-60,
Melaka,2021,e-Commerce,,,4,>=61,
Melaka,2022,Love scam,,,0,15-20,
Melaka,2022,Love scam,,,17,21-30,
Melaka,2022,Love scam,,,13,31-40,
Melaka,2022,Love scam,,,13,41-50,
Melaka,2022,Love scam,,,8,51-60,
Melaka,2022,Love scam,,,3,>=61,
Melaka,2022,e-Commerce,,,55,15-20,
Melaka,2022,e-Commerce,,,207,21-30,
Melaka,2022,e-Commerce,,,109,31-40,
Melaka,2022,e-Commerce,,,66,41-50,
Melaka,2022,e-Commerce,,,30,51-60,
Melaka,2022,e-Commerce,,,2,>=61,
Melaka,2023,Love scam,,,3,15-20,
Melaka,2023,Love scam,,,10,21-30,
Melaka,2023,Love scam,,,10,31-40,
Melaka,2023,Love scam,,,8,41-50,
Melaka,2023,Love scam,,,7,51-60,
Melaka,2023,Love scam,,,8,>=61,
Melaka,2023,e-Commerce,,,47,15-20,
Melaka,2023,e-Commerce,,,209,21-30,
Melaka,2023,e-Commerce,,,122,31-40,
Melaka,2023,e-Commerce,,,84,41-50,
Melaka,2023,e-Commerce,,,50,51-60,
Melaka,2023,e-Commerce,,,16,>=61,
Negeri Sembilan,2021,Love scam,,,4,15-20,
Negeri Sembilan,2021,Love scam,,,35,21-30,
Negeri Sembilan,2021,Love scam,,,34,31-40,
Negeri Sembilan,2021,Love scam,,,15,41-50,
Negeri Sembilan,2021,Love scam,,,17,51-60,
Negeri Sembilan,2021,Love scam,,,11,>=61,
Negeri Sembilan,2021,e-Commerce,,,146,15-20,
Negeri Sembilan,2021,e-Commerce,,,368,21-30,
Negeri Sembilan,2021,e-Commerce,,,258,31-40,
Negeri Sembilan,2021,e-Commerce,,,162,41-50,
Negeri Sembilan,2021,e-Commerce,,,56,51-60,
Negeri Sembilan,2021,e-Commerce,,,12,>=61,
Negeri Sembilan,2022,Love scam,,,4,15-20,
Negeri Sembilan,2022,Love scam,,,17,21-30,
Negeri Sembilan,2022,Love scam,,,18,31-40,
Negeri Sembilan,2022,Love scam,,,17,41-50,
Negeri Sembilan,2022,Love scam,,,9,51-60,
Negeri Sembilan,2022,Love scam,,,9,>=61,
Negeri Sembilan,2022,e-Commerce,,,84,15-20,
Negeri Sembilan,2022,e-Commerce,,,254,21-30,
Negeri Sembilan,2022,e-Commerce,,,198,31-40,
Negeri Sembilan,2022,e-Commerce,,,142,41-50,
Negeri Sembilan,2022,e-Commerce,,,54,51-60,
Negeri Sembilan,2022,e-Commerce,,,19,>=61,
Negeri Sembilan,2023,Love scam,,,5,15-20,
Negeri Sembilan,2023,Love scam,,,11,21-30,
Negeri Sembilan,2023,Love scam,,,13,31-40,
Negeri Sembilan,2023,Love scam,,,20,41-50,
Negeri Sembilan,2023,Love scam,,,16,51-60,
Negeri Sembilan,2023,Love scam,,,16,>=61,
Negeri Sembilan,2023,e-Commerce,,,109,15-20,
Negeri Sembilan,2023,e-Commerce,,,322,21-30,
Negeri Sembilan,2023,e-Commerce,,,276,31-40,
Negeri Sembilan,2023,e-Commerce,,,158,41-50,
Negeri Sembilan,2023,e-Commerce,,,82,51-60,
Negeri Sembilan,2023,e-Commerce,,,24,>=61,
Pahang,2021,Love scam,,,12,15-20,
Pahang,2021,Love scam,,,17,21-30,
Pahang,2021,Love scam,,,19,31-40,
Pahang,2021,Love scam,,,21,41-50,
Pahang,2021,Love scam,,,16,51-60,
Pahang,2021,Love scam,,,3,>=61,
Pahang,2021,e-Commerce,,,80,15-20,
Pahang,2021,e-Commerce,,,255,21-30,
Pahang,2021,e-Commerce,,,167,31-40,
Pahang,2021,e-Commerce,,,76,41-50,
Pahang,2021,e-Commerce,,,50,51-60,
Pahang,2021,e-Commerce,,,5,>=61,
Pahang,2022,Love scam,,,2,15-20,
Pahang,2022,Love scam,,,25,21-30,
Pahang,2022,Love scam,,,13,31-40,
Pahang,2022,Love scam,,,16,41-50,
Pahang,2022,Love scam,,,5,51-60,
Pahang,2022,Love scam,,,7,>=61,
Pahang,2022,e-Commerce,,,81,15-20,
Pahang,2022,e-Commerce,,,285,21-30,
Pahang,2022,e-Commerce,,,180,31-40,
Pahang,2022,e-Commerce,,,110,41-50,
Pahang,2022,e-Commerce,,,36,51-60,
Pahang,2022,e-Commerce,,,15,>=61,
Pahang,2023,Love scam,,,4,15-20,
Pahang,2023,Love scam,,,15,21-30,
Pahang,2023,Love scam,,,16,31-40,
Pahang,2023,Love scam,,,17,41-50,
Pahang,2023,Love scam,,,4,51-60,
Pahang,2023,Love scam,,,11,>=61,
Pahang,2023,e-Commerce,,,82,15-20,
Pahang,2023,e-Commerce,,,254,21-30,
Pahang,2023,e-Commerce,,,216,31-40,
Pahang,2023,e-Commerce,,,116,41-50,
Pahang,2023,e-Commerce,,,63,51-60,
Pahang,2023,e-Commerce,,,11,>=61,
Pulau Pinang,2021,Love scam,,,6,15-20,
Pulau Pinang,2021,Love scam,,,32,21-30,
Pulau Pinang,2021,Love scam,,,28,31-40,
Pulau Pinang,2021,Love scam,,,26,41-50,
Pulau Pinang,2021,Love scam,,,27,51-60,
Pulau Pinang,2021,Love scam,,,13,>=61,
Pulau Pinang,2021,e-Commerce,,,118,15-20,
Pulau Pinang,2021,e-Commerce,,,438,21-30,
Pulau Pinang,2021,e-Commerce,,,210,31-40,
Pulau Pinang,2021,e-Commerce,,,138,41-50,
Pulau Pinang,2021,e-Commerce,,,43,51-60,
Pulau Pinang,2021,e-Commerce,,,11,>=61,
Pulau Pinang,2022,Love scam,,,2,15-20,
Pulau Pinang,2022,Love scam,,,7,21-30,
Pulau Pinang,2022,Love scam,,,9,31-40,
Pulau Pinang,2022,Love scam,,,13,41-50,
Pulau Pinang,2022,Love scam,,,11,51-60,
Pulau Pinang,2022,Love scam,,,10,>=61,
Pulau Pinang,2022,e-Commerce,,,78,15-20,
Pulau Pinang,2022,e-Commerce,,,372,21-30,
Pulau Pinang,2022,e-Commerce,,,199,31-40,
Pulau Pinang,2022,e-Commerce,,,130,41-50,
Pulau Pinang,2022,e-Commerce,,,45,51-60,
Pulau Pinang,2022,e-Commerce,,,15,>=61,
Pulau Pinang,2023,Love scam,,,2,15-20,
Pulau Pinang,2023,Love scam,,,21,21-30,
Pulau Pinang,2023,Love scam,,,13,31-40,
Pulau Pinang,2023,Love scam,,,16,41-50,
Pulau Pinang,2023,Love scam,,,11,51-60,
Pulau Pinang,2023,Love scam,,,10,>=61,
Pulau Pinang,2023,e-Commerce,,,70,15-20,
Pulau Pinang,2023,e-Commerce,,,419,21-30,
Pulau Pinang,2023,e-Commerce,,,249,31-40,
Pulau Pinang,2023,e-Commerce,,,180,41-50,
Pulau Pinang,2023,e-Commerce,,,79,51-60,
Pulau Pinang,2023,e-Commerce,,,20,>=61,
Perak,2021,Love scam,,,6,15-20,
Perak,2021,Love scam,,,19,21-30,
Perak,2021,Love scam,,,19,31-40,
Perak,2021,Love scam,,,23,41-50,
Perak,2021,Love scam,,,11,51-60,
Perak,2021,Love scam,,,14,>=61,
Perak,2021,e-Commerce,,,101,15-20,
Perak,2021,e-Commerce,,,246,21-30,
Perak,2021,e-Commerce,,,158,31-40,
Perak,2021,e-Commerce,,,105,41-50,
Perak,2021,e-Commerce,,,37,51-60,
Perak,2021,e-Commerce,,,10,>=61,
Perak,2022,Love scam,,,4,15-20,
Perak,2022,Love scam,,,12,21-30,
Perak,2022,Love scam,,,10,31-40,
Perak,2022,Love scam,,,14,41-50,
Perak,2022,Love scam,,,10,51-60,
Perak,2022,Love scam,,,9,>=61,
Perak,2022,e-Commerce,,,69,15-20,
Perak,2022,e-Commerce,,,224,21-30,
Perak,2022,e-Commerce,,,180,31-40,
Perak,2022,e-Commerce,,,94,41-50,
Perak,2022,e-Commerce,,,33,51-60,
Perak,2022,e-Commerce,,,12,>=61,
Perak,2023,Love scam,,,3,15-20,
Perak,2023,Love scam,,,9,21-30,
Perak,2023,Love scam,,,14,31-40,
Perak,2023,Love scam,,,9,41-50,
Perak,2023,Love scam,,,11,51-60,
Perak,2023,Love scam,,,15,>=61,
Perak,2023,e-Commerce,,,79,15-20,
Perak,2023,e-Commerce,,,291,21-30,
